,target,correlation_signif,correlation_signif_pval,correlation_all,correlation_all_pval,n_signif_union,frac_sign_agreement_signif_union,n_signif_1,n_signif_2,guide_id_1,guide_id_2,culture_condition,n_signif_ontarget
14894,ANKRD18A,,,0.019916579284472675,0.03256010442978242,0,,0,0,ANKRD18A-1,ANKRD18A-2,Stim8hr,2
14895,ANKRD17,-0.12630787449412992,0.425413194556735,0.07062001890168679,3.2555970438527684e-14,42,0.47619047619047616,7,35,ANKRD17-1,ANKRD17-2,Stim8hr,2
14896,ANKRD16,0.5352384599232521,0.0003112712911146664,0.06779371890888646,3.256454150073405e-13,41,0.7073170731707317,40,2,ANKRD16-1,ANKRD16-2,Stim8hr,2
14897,ANKFY1,0.7673544854330722,0.44314539214049636,0.06684330770409519,6.91997960078663e-13,3,1.0,1,3,ANKFY1-1,ANKFY1-2,Stim8hr,2
14898,ANKH,0.7076636175683451,0.4994984735179044,0.10719199685616974,8.681648392503738e-31,3,0.3333333333333333,2,1,ANKH-1,ANKH-2,Stim8hr,2
14899,ANKHD1-EIF4EBP3,0.5054325811084471,0.494567418891553,0.018993967529591076,0.041506730389910935,4,0.75,4,0,ANKHD1-EIF4EBP3-1,ANKHD1-EIF4EBP3-2,Stim8hr,0
14900,ANKK1,-0.9658185559672943,0.0075471006152341485,-0.013866689454787199,0.13672185648183338,5,0.4,5,0,ANKK1-1,ANKK1-2,Stim8hr,0
14901,ANKLE1,0.8330720273373726,0.37315983331912567,0.08204589995563301,1.1523811563130759e-18,3,0.6666666666666666,2,1,ANKLE1-1,ANKLE1-2,Stim8hr,2
14902,ANKMY1,,,0.022727688231997743,0.014718595509904783,1,1.0,0,1,ANKMY1-1,ANKMY1-2,Stim8hr,2
14903,ANKMY2,0.7674354585794885,0.12983343234526956,0.06077879881430978,6.655301557961454e-11,5,1.0,1,5,ANKMY2-1,ANKMY2-2,Stim8hr,2
14904,ANKRD6,,,0.02528436423194148,0.006653509440053262,0,,0,0,ANKRD6-1,ANKRD6-2,Stim8hr,2
14905,ANKRD9,-0.5324829329379432,0.018921738945619205,0.01864818624138729,0.045358300301238684,19,0.21052631578947367,19,0,ANKRD9-1,ANKRD9-2,Stim8hr,2
14906,ANKRD10,0.6713060703917938,0.14430355237355183,0.19348922022090723,1.465489240280884e-97,6,0.5,5,2,ANKRD10-1,ANKRD10-2,Stim8hr,2
14907,ANKRD11,0.23570923742984695,0.5741420020174786,0.21739955515031822,2.8914641414299015e-123,8,0.5,5,5,ANKRD11-1,ANKRD11-2,Stim8hr,2
14908,ANKRD12,,,0.1594553001844818,1.8321669447079265e-66,1,1.0,1,0,ANKRD12-1,ANKRD12-2,Stim8hr,2
14909,ANKRD13A,0.9539360566420618,0.19398004134970853,0.05786964488365663,5.125361125743858e-10,3,0.3333333333333333,1,3,ANKRD13A-1,ANKRD13A-2,Stim8hr,2
14910,ANKRD13B,0.9623553693826915,0.17523406952870282,0.1513921026233902,5.109047916599579e-60,3,0.3333333333333333,1,3,ANKRD13B-1,ANKRD13B-2,Stim8hr,2
14911,ANKRD13C,,,0.059912736436617736,1.2344538204193607e-10,1,1.0,1,1,ANKRD13C-1,ANKRD13C-2,Stim8hr,2
14912,ANKS6,-0.6552752126220681,0.5451053185809852,0.05594748416641902,1.8730846577308976e-09,3,1.0,2,1,ANKS6-1,ANKS6-2,Stim8hr,2
14913,ANKZF1,0.8388412159894381,2.5777543975445987e-05,-0.02461141228533595,0.008255002894379172,17,0.5882352941176471,17,2,ANKZF1-1,ANKZF1-2,Stim8hr,2
14914,ANO6,-1.0,1.0,0.062299706887715245,2.202902603835615e-11,2,1.0,2,1,ANO6-1,ANO6-2,Stim8hr,2
14915,AOC3,-1.0,1.0,0.10816018890773406,2.554127067523544e-31,2,0.5,2,0,AOC3-1,AOC3-2,Stim8hr,0
14916,AP1B1,0.7175778884768984,0.17233330356005336,0.14424174834564363,1.359785169723953e-54,5,0.4,5,1,AP1B1-1,AP1B1-2,Stim8hr,2
14917,AP1M1,0.8438936158418591,0.0722810946465612,0.09934079284556982,1.1743587096245184e-26,5,0.4,2,4,AP1M1-1,AP1M1-2,Stim8hr,2
14918,AP1S1,0.5959667831053843,0.2888729205873095,0.06653035678607104,8.84937807384749e-13,5,0.2,4,2,AP1S1-1,AP1S1-2,Stim8hr,2
14919,AP1S2,0.13841267374463015,0.19072821618887698,0.01865646207305647,0.04526271576593988,91,0.46153846153846156,1,91,AP1S2-1,AP1S2-2,Stim8hr,2
14920,AP1S3,0.6103035769386748,0.19820466039974424,0.004165429428614205,0.6548783730192514,6,0.5,3,4,AP1S3-1,AP1S3-2,Stim8hr,2
14921,AP2A2,0.7870900073723648,0.11408994884968382,0.1508603658422144,1.321765887244957e-59,5,0.8,2,4,AP2A2-1,AP2A2-2,Stim8hr,2
14922,AP2B1,-0.036818529639859286,0.8582789826702542,-0.0524147136282985,1.817756413868713e-08,26,0.5384615384615384,6,21,AP2B1-1,AP2B1-2,Stim8hr,2
14923,AP3D1,-1.0,1.0,0.039659664854225465,2.0666521653104615e-05,2,0.5,2,1,AP3D1-1,AP3D1-2,Stim8hr,2
14924,AP3M1,,,0.035349052401652946,0.000147939409135301,1,1.0,1,1,AP3M1-1,AP3M1-2,Stim8hr,2
14925,AP3M2,0.896242884997215,0.10375711500278495,0.04859387194525718,1.8115344237154343e-07,4,0.5,3,2,AP3M2-1,AP3M2-2,Stim8hr,2
14926,AP3S2,1.0,1.0,0.11226948323046246,1.2539428991813585e-33,2,1.0,1,2,AP3S2-1,AP3S2-2,Stim8hr,2
14927,AP4B1,1.0,1.0,0.028038577059609,0.002617472885627858,2,0.5,2,1,AP4B1-1,AP4B1-2,Stim8hr,2
14928,AP5B1,,,0.004956572828275708,0.5947990161773561,0,,0,0,AP5B1-1,AP5B1-2,Stim8hr,0
14929,AP5M1,1.0,1.0,0.14460825126301907,7.277899132024552e-55,2,1.0,1,2,AP5M1-1,AP5M1-2,Stim8hr,2
14930,AP5S1,,,0.0659963505584449,1.342886084827725e-12,1,1.0,0,1,AP5S1-1,AP5S1-2,Stim8hr,2
14931,AP1AR,1.0,1.0,0.02247425525701605,0.015864252668463842,2,0.5,2,1,AP1AR-1,AP1AR-2,Stim8hr,2
14932,AOC2,,,0.02618486281756023,0.004948192144808569,0,,0,0,AOC2-1,AOC2-2,Stim8hr,1
14933,ANO8,,,0.12228107913592845,1.2807428373006753e-39,1,1.0,1,1,ANO8-1,ANO8-2,Stim8hr,2
14934,AOAH,,,0.07366032314524669,2.467268515726432e-15,0,,0,0,AOAH-1,AOAH-2,Stim8hr,2
14935,ANO9,,,0.02403014129265298,0.009907129817319575,0,,0,0,ANO9-1,ANO9-2,Stim8hr,2
14936,ANO10,,,-0.02875627166362585,0.0020254000127048416,1,1.0,0,1,ANO10-1,ANO10-2,Stim8hr,2
14937,ANP32A,,,0.0540004457847838,6.6697566044104e-09,1,1.0,1,1,ANP32A-1,ANP32A-2,Stim8hr,2
14938,ANP32B,0.46129987835336556,1.6583694575782825e-05,0.10386821409465259,5.322332132185883e-29,80,0.7625,1,80,ANP32B-1,ANP32B-2,Stim8hr,2
14939,ANP32E,,,-0.006739153288822403,0.4695639249091884,1,1.0,1,1,ANP32E-1,ANP32E-2,Stim8hr,2
14940,ANPEP,,,0.017958423902935387,0.05394484161751203,1,0.0,1,0,ANPEP-1,ANPEP-2,Stim8hr,1
14941,ANTXR2,,,0.043634526612847724,2.8041796269130128e-06,1,1.0,1,1,ANTXR2-1,ANTXR2-2,Stim8hr,2
14942,ANXA1,1.0,1.0,0.015374557753193591,0.09895400559989662,2,0.5,2,1,ANXA1-1,ANXA1-2,Stim8hr,2
14943,ANXA2R,,,0.04288105671132321,4.150573684162618e-06,0,,0,0,ANXA2R-1,ANXA2R-2,Stim8hr,2
14944,ANXA3,,,0.05284712292086453,1.3868373462019526e-08,0,,0,0,ANXA3-1,ANXA3-2,Stim8hr,2
14945,ANXA4,,,0.08066639012994348,4.303549313756808e-18,1,1.0,1,1,ANXA4-1,ANXA4-2,Stim8hr,2
14946,ANXA5,1.0,1.0,0.049323376002636324,1.1828291816752784e-07,2,1.0,2,1,ANXA5-1,ANXA5-2,Stim8hr,2
14947,ANXA6,0.9871817603772417,0.012818239622758298,0.15881226957946754,6.162841359530844e-66,4,0.5,1,4,ANXA6-1,ANXA6-2,Stim8hr,2
14948,ANXA9,-1.0,1.0,-0.032806157251562475,0.00042929676362072575,2,0.5,2,0,ANXA9-1,ANXA9-2,Stim8hr,0
14949,ANXA11,1.0,1.0,0.18427303152665372,1.642559537118895e-88,2,1.0,2,1,ANXA11-1,ANXA11-2,Stim8hr,2
14950,ARHGAP27,-0.05207150894754366,0.03330199787157161,0.05706870676974493,8.840254492527594e-10,1671,0.4422501496110114,1671,0,ARHGAP27-1,ARHGAP27-2,Stim8hr,2
14951,ARHGAP32,1.0,1.0,0.033017408421042754,0.00039399444037824586,2,0.5,0,2,ARHGAP32-1,ARHGAP32-2,Stim8hr,1
14952,ANKDD1A,,,0.07651834327890436,1.9803852923030807e-16,0,,0,0,ANKDD1A-1,ANKDD1A-2,Stim8hr,1
14953,ASNA1,0.3359814296962733,0.003660024325060183,0.10474292796911075,1.824682161932651e-29,73,0.7123287671232876,69,5,ASNA1-1,ASNA1-2,Stim8hr,2
14954,ASCL5,,,0.07866224827613144,2.805947443856407e-17,1,1.0,1,0,ASCL5-1,ASCL5-2,Stim8hr,0
14955,ASF1A,1.0,1.0,0.02048630103015838,0.027904827113782175,2,0.5,1,2,ASF1A-1,ASF1A-2,Stim8hr,2
14956,ASH1L,0.13175923701700434,0.7557957963783989,0.010465616689078062,0.26139536686906156,8,0.625,3,6,ASH1L-1,ASH1L-2,Stim8hr,2
14957,ASIC1,,,0.02615301159826779,0.005001028088813809,0,,0,0,ASIC1-1,ASIC1-2,Stim8hr,2
14958,ASIC3,-1.0,1.0,0.09399286866957912,5.050538614022622e-24,2,1.0,0,2,ASIC3-1,ASIC3-2,Stim8hr,1
14959,ASL,,,0.09212652938022634,3.873531248524811e-23,1,1.0,0,1,ASL-1,ASL-2,Stim8hr,2
14960,ASMTL,1.0,1.0,0.09178613304091096,5.592012261240817e-23,2,0.5,2,1,ASMTL-1,ASMTL-2,Stim8hr,2
14961,ASNS,,,0.1688448634259267,2.0705305069593585e-74,0,,0,0,ASNS-1,ASNS-2,Stim8hr,0
14962,ASXL1,0.8328767723066164,0.37338448654162704,0.20000611577579933,3.0249886532186655e-104,3,0.6666666666666666,1,3,ASXL1-1,ASXL1-2,Stim8hr,2
14963,ASNSD1,0.6694814344679345,0.00047606818748396467,-0.011407058717578248,0.22090142115694264,23,0.5652173913043478,1,22,ASNSD1-1,ASNSD1-2,Stim8hr,2
14964,ASPH,0.7762036075039227,0.06952283633156178,-0.049097722423738416,1.350403157190179e-07,6,0.3333333333333333,5,1,ASPH-1,ASPH-2,Stim8hr,2
14965,ASPHD2,1.0,1.0,0.11596643842411776,8.841626108144467e-36,2,0.5,1,2,ASPHD2-1,ASPHD2-2,Stim8hr,2
14966,ASPM,0.9681667352366162,0.1610625530905785,0.10690755749078124,1.2410554266899758e-30,3,0.6666666666666666,3,1,ASPM-1,ASPM-2,Stim8hr,2
14967,ASPRV1,,,-0.04007840139338118,1.6884066621729105e-05,1,1.0,1,0,ASPRV1-1,ASPRV1-2,Stim8hr,1
14968,ASPSCR1,,,0.10670143094499365,1.60691584007225e-30,1,1.0,1,1,ASPSCR1-1,ASPSCR1-2,Stim8hr,2
14969,ASTE1,0.6360728858856163,0.026186706203705123,0.07598433900482887,3.195541743790204e-16,12,0.6666666666666666,1,12,ASTE1-1,ASTE1-2,Stim8hr,2
14970,ASCL4,0.6102923420956112,0.5821039532875828,0.14118333439639916,2.3498640798089338e-52,3,0.6666666666666666,3,0,ASCL4-1,ASCL4-2,Stim8hr,0
14971,ASCL3,1.0,1.0,0.160904469587957,1.1682638925979592e-67,2,0.5,1,1,ASCL3-1,ASCL3-2,Stim8hr,0
14972,ASCL2,,,0.03635722919527895,9.508810845845055e-05,1,0.0,1,0,ASCL2-1,ASCL2-2,Stim8hr,2
14973,ASCL1,,,0.038279018958850705,3.969652909399612e-05,1,0.0,0,1,ASCL1-1,ASCL1-2,Stim8hr,0
14974,ARSK,0.7660212628445187,0.13098937233844252,0.08239080052877357,8.260940474032915e-19,5,1.0,4,2,ARSK-1,ARSK-2,Stim8hr,2
14975,ARV1,0.11731762512857316,0.8509699196544694,0.05895430954686147,2.4214165640903366e-10,5,0.6,5,2,ARV1-1,ARV1-2,Stim8hr,2
14976,ASAH1,0.7400045143121006,0.4696466653118268,0.03867004725287244,3.306688221338466e-05,3,1.0,2,2,ASAH1-1,ASAH1-2,Stim8hr,2
14977,ASAH2B,0.5207438040164444,0.1505961218543881,0.0019173915833248859,0.8369814728863547,9,0.4444444444444444,7,2,ASAH2B-1,ASAH2B-2,Stim8hr,0
14978,ASAP1,0.009656419532748685,0.9706585770727028,0.0742343052152108,1.4979552067996738e-15,17,0.4117647058823529,4,13,ASAP1-1,ASAP1-2,Stim8hr,0
14979,ASAP2,-0.8947176661198883,0.04035403439448595,0.10732184871646988,7.372542066272106e-31,5,0.6,0,5,ASAP2-1,ASAP2-2,Stim8hr,2
14980,ASAP3,,,0.0917467693366786,5.83405257425235e-23,0,,0,0,ASAP3-1,ASAP3-2,Stim8hr,0
14981,ASB1,-0.32710249311075273,0.42902689537752914,-0.01860814540093473,0.04582317157141564,8,0.625,1,8,ASB1-1,ASB1-2,Stim8hr,2
14982,ASB3,,,-0.046172343422519746,7.143847569662804e-07,1,0.0,0,1,ASB3-1,ASB3-2,Stim8hr,0
14983,ASB7,0.31536268304770654,0.7957476664375468,0.12447928762448401,5.277174945116406e-41,3,1.0,3,0,ASB7-1,ASB7-2,Stim8hr,1
14984,ASB8,1.0,1.0,0.09272411964832622,2.026456315896942e-23,2,1.0,1,2,ASB8-1,ASB8-2,Stim8hr,2
14985,ASB13,-0.3775667022518499,0.18321538641749627,0.014650971469410393,0.11588458835261659,14,0.5,11,3,ASB13-1,ASB13-2,Stim8hr,1
14986,ASB16,,,0.05006352755356552,7.62844926518112e-08,1,1.0,0,1,ASB16-1,ASB16-2,Stim8hr,1
14987,ASCC1,0.9924992091094313,0.078022612245193,0.035703270235332124,0.00012682161417926915,3,1.0,2,3,ASCC1-1,ASCC1-2,Stim8hr,2
14988,ASCC2,0.19730276338470001,0.17889095344155725,0.016212372797329136,0.08188204255355518,48,0.4791666666666667,47,3,ASCC2-1,ASCC2-2,Stim8hr,2
14989,ASTL,-1.0,1.0,0.051189422909413695,3.868416635286726e-08,2,1.0,0,2,ASTL-1,ASTL-2,Stim8hr,2
14990,ASXL2,0.580446210265238,0.13140847976062958,0.12845940621859267,1.4140320080893523e-43,8,0.875,1,7,ASXL2-1,ASXL2-2,Stim8hr,1
14991,ARHGAP33,0.5173511060180602,0.12565413946784285,-0.029935584309029442,0.0013130301367850162,10,0.4,0,10,ARHGAP33-1,ARHGAP33-2,Stim8hr,2
14992,ATL3,0.5919813965396375,0.21575546973316845,0.035244182008865546,0.00015480067691305428,6,0.5,6,1,ATL3-1,ATL3-2,Stim8hr,2
14993,ATG9B,,,0.09406401928702132,4.669355262243707e-24,0,,0,0,ATG9B-1,ATG9B-2,Stim8hr,1
14994,ATG10,,,0.1414078621259455,1.6160694620418303e-52,0,,0,0,ATG10-1,ATG10-2,Stim8hr,2
14995,ATG13,,,0.1989510831650653,3.7948380453802795e-103,1,0.0,1,0,ATG13-1,ATG13-2,Stim8hr,1
14996,ATG14,0.23774237093342115,0.1450102568445434,-0.03965165087157238,2.0746236716807083e-05,39,0.41025641025641024,1,38,ATG14-1,ATG14-2,Stim8hr,2
14997,ATG16L1,,,0.006587575313986694,0.47961474125798265,1,1.0,0,1,ATG16L1-1,ATG16L1-2,Stim8hr,2
14998,ATL1,0.16772264395451897,0.49249859579377464,0.048603748510488536,1.8011820149268626e-07,19,0.47368421052631576,12,7,ATL1-1,ATL1-2,Stim8hr,2
14999,ATL2,0.3826560471515347,0.39687957582594835,0.23144942103526947,6.711379914005234e-140,7,0.8571428571428571,2,6,ATL2-1,ATL2-2,Stim8hr,2
15000,ATM,0.2518516303707303,0.026123620478347383,0.0193466139354382,0.037867580457713296,78,0.6153846153846154,7,72,ATM-1,ATM-2,Stim8hr,2
15001,ATAD1,,,0.07935559704786795,1.4745849027530453e-17,1,1.0,1,1,ATAD1-1,ATAD1-2,Stim8hr,2
15002,ATMIN,0.09730047587926002,0.8545098765975736,0.057065025185879775,8.86228382244508e-10,6,0.3333333333333333,2,4,ATMIN-1,ATMIN-2,Stim8hr,1
15003,ATN1,0.9801480567643491,0.01985194323565098,0.05133002620665038,3.5503335751844696e-08,4,0.5,4,1,ATN1-1,ATN1-2,Stim8hr,2
15004,ATOH1,,,0.12181508111029635,2.4994775091454454e-39,1,1.0,1,0,ATOH1-1,ATOH1-2,Stim8hr,0
15005,ATOH7,,,0.05004209206573224,7.726638551579785e-08,0,,0,0,ATOH7-1,ATOH7-2,Stim8hr,0
15006,ATOH8,-0.8668296611307204,0.000552477593480034,-0.0030653496568300662,0.7421977460342116,11,0.09090909090909091,11,0,ATOH8-1,ATOH8-2,Stim8hr,0
15007,ATOX1,,,-0.02242634712336796,0.016089426373774095,1,1.0,1,1,ATOX1-1,ATOX1-2,Stim8hr,2
15008,ATP1A3,-1.0,1.0,0.08635495809134208,1.6304504189522554e-20,2,0.0,0,2,ATP1A3-1,ATP1A3-2,Stim8hr,2
15009,ATG5,0.11957737143838322,0.5778432121751742,-0.024387127939260456,0.008860784743868186,24,0.4166666666666667,24,1,ATG5-1,ATG5-2,Stim8hr,2
15010,ATG4D,1.0,1.0,0.09504047645919217,1.5810119979235759e-24,2,0.5,0,2,ATG4D-1,ATG4D-2,Stim8hr,2
15011,ATG4C,1.0,1.0,0.0976249968427866,8.52360779511782e-26,2,1.0,2,1,ATG4C-1,ATG4C-2,Stim8hr,2
15012,ATG4B,1.0,1.0,0.092662782426298,2.166211780583856e-23,2,1.0,2,1,ATG4B-1,ATG4B-2,Stim8hr,2
15013,ATAD2,,,0.113740278579483,1.7811044483563841e-34,1,1.0,1,1,ATAD2-1,ATAD2-2,Stim8hr,2
15014,ATAD2B,0.2119016340990719,0.6144178103055856,0.049121444200171095,1.3317604885338666e-07,8,0.75,3,6,ATAD2B-1,ATAD2B-2,Stim8hr,2
15015,ATAD3A,0.8095039812931326,0.1904960187068674,0.05224147722163785,2.024679661277644e-08,4,1.0,4,2,ATAD3A-1,ATAD3A-2,Stim8hr,2
15016,ATAD5,0.8108056221424453,0.0,0.5690933036692942,0.0,1404,0.9301994301994302,1037,591,ATAD5-1,ATAD5-2,Stim8hr,2
15017,ATAT1,,,0.06111587289928189,5.220805857631245e-11,1,1.0,1,0,ATAT1-1,ATAT1-2,Stim8hr,2
15018,ATE1,,,0.10094785763544159,1.7778105577021056e-27,1,1.0,1,1,ATE1-1,ATE1-2,Stim8hr,2
15019,ATF1,1.0,1.0,0.11578110934915126,1.1378429217711703e-35,2,0.5,2,1,ATF1-1,ATF1-2,Stim8hr,2
15020,ATF3,,,0.04724852115965353,3.914153702250466e-07,1,0.0,1,0,ATF3-1,ATF3-2,Stim8hr,2
15021,ATF4,0.5293395402215982,4.6089113290983966e-45,0.25326671476340734,4.882763197992624e-168,606,0.8234323432343235,53,573,ATF4-1,ATF4-2,Stim8hr,2
15022,ATF6,0.9781600760439665,0.1332951288899519,0.07600311561307369,3.1424061631730654e-16,3,0.6666666666666666,3,1,ATF6-1,ATF6-2,Stim8hr,2
15023,ATF7IP,-0.15578054185628984,0.9004214675996309,0.21423747123422426,1.1150647882603602e-119,3,0.6666666666666666,1,3,ATF7IP-1,ATF7IP-2,Stim8hr,2
15024,ATF7IP2,-0.16656674296563406,1.335918293920662e-14,-0.033415195931445055,0.0003347657691529558,2111,0.47513027001421126,1,2111,ATF7IP2-1,ATF7IP2-2,Stim8hr,2
15025,ATG2B,0.8557667576501758,0.3461717070163625,0.09348068313153683,8.869756755822558e-24,3,0.6666666666666666,2,3,ATG2B-1,ATG2B-2,Stim8hr,2
15026,ATG3,-0.287017002872043,0.3417071848660783,0.0720256725199963,1.000846259120108e-14,13,0.5384615384615384,4,11,ATG3-1,ATG3-2,Stim8hr,2
15027,ATG4A,1.0,1.0,0.057674596886296316,5.856905919099735e-10,2,1.0,2,1,ATG4A-1,ATG4A-2,Stim8hr,2
15028,ARSG,,,0.0751639713202002,6.621894655448859e-16,0,,0,0,ARSG-1,ARSG-2,Stim8hr,2
15029,ARSA,,,0.060567731011092175,7.742818313342646e-11,1,1.0,0,1,ARSA-1,ARSA-2,Stim8hr,2
15030,ARRDC3,1.0,1.0,0.0985042560761551,3.10008193764385e-26,2,0.5,2,1,ARRDC3-1,ARRDC3-2,Stim8hr,2
15031,ARL3,0.8003995092879165,0.40924144851420213,0.05705114001461778,8.945850594835412e-10,3,0.6666666666666666,2,3,ARL3-1,ARL3-2,Stim8hr,2
15032,ARID4B,0.16878200275966143,0.00206142027952737,0.03672963239216066,8.053645306144603e-05,331,0.676737160120846,329,3,ARID4B-1,ARID4B-2,Stim8hr,2
15033,ARID5A,0.25867252253385525,0.5754068553182415,0.1376802893738118,7.46675682016622e-50,7,0.8571428571428571,1,7,ARID5A-1,ARID5A-2,Stim8hr,2
15034,ARID5B,-0.16352435632501428,0.0011744992009702867,-0.04989784566846597,8.419941022432117e-08,391,0.5038363171355499,391,0,ARID5B-1,ARID5B-2,Stim8hr,1
15035,ARIH1,0.7082355563470902,2.9945849312076283e-09,0.24206881403524505,3.0597768558292744e-153,53,0.8113207547169812,4,50,ARIH1-1,ARIH1-2,Stim8hr,2
15036,ARIH2,-1.0,1.0,0.09331368387679113,1.0650428462598768e-23,2,1.0,1,2,ARIH2-1,ARIH2-2,Stim8hr,2
15037,ARIH2OS,0.6734797825575249,0.09720880071811708,0.08809986538245523,2.7336867262959444e-21,7,0.8571428571428571,4,4,ARIH2OS-1,ARIH2OS-2,Stim8hr,1
15038,ARL2BP,0.984670788113075,0.11161212655686749,0.13280477386535258,1.769591473520059e-46,3,1.0,3,1,ARL2BP-1,ARL2BP-2,Stim8hr,2
15039,ARL4A,,,0.025525657830562896,0.006151169934400329,0,,0,0,ARL4A-1,ARL4A-2,Stim8hr,2
15040,ARRDC2,,,0.09916837236645012,1.4354382140814285e-26,0,,0,0,ARRDC2-1,ARRDC2-2,Stim8hr,1
15041,ARL4C,1.0,1.0,0.0780295915885903,5.0225149471559055e-17,2,1.0,1,2,ARL4C-1,ARL4C-2,Stim8hr,2
15042,ARL4D,0.5086252665984106,0.009423510081962518,0.10194940739947547,5.3978147559742445e-28,25,0.72,0,25,ARL4D-1,ARL4D-2,Stim8hr,2
15043,ARL5A,1.0,1.0,0.10403522658848507,4.341473193881453e-29,2,1.0,2,1,ARL5A-1,ARL5A-2,Stim8hr,2
15044,ARL5B,0.4290471920641261,0.01427277461161558,0.02811902863112166,0.0025440016186819717,32,0.59375,1,31,ARL5B-1,ARL5B-2,Stim8hr,1
15045,ARL6,1.0,1.0,0.026036854885200793,0.005198062628876445,2,1.0,2,0,ARL6-1,ARL6-2,Stim8hr,1
15046,ARL6IP1,,,0.1071932095534623,8.668414296271526e-31,1,1.0,1,1,ARL6IP1-1,ARL6IP1-2,Stim8hr,2
15047,ARL6IP4,,,-0.031247683886296684,0.0007964740234218342,1,1.0,1,1,ARL6IP4-1,ARL6IP4-2,Stim8hr,2
15048,ARID3C,,,0.013577347948570696,0.14510081074588763,0,,0,0,ARID3C-1,ARID3C-2,Stim8hr,1
15049,ARID3B,-1.0,1.0,0.08492321749780044,6.873300462097191e-20,2,1.0,2,1,ARID3B-1,ARID3B-2,Stim8hr,2
15050,ARID2,0.40242151961291217,0.3229637270898973,0.15936204989883418,2.185245278392382e-66,8,0.875,6,3,ARID2-1,ARID2-2,Stim8hr,2
15051,ARID1B,,,0.011317016941653596,0.2245677854786904,1,0.0,1,0,ARID1B-1,ARID1B-2,Stim8hr,1
15052,ARHGAP35,,,0.05909093588676274,2.2010861119147536e-10,1,0.0,0,1,ARHGAP35-1,ARHGAP35-2,Stim8hr,0
15053,ARHGAP45,0.9951592564868416,0.06266521079702521,0.10628808688497281,2.6935993695083733e-30,3,0.6666666666666666,2,1,ARHGAP45-1,ARHGAP45-2,Stim8hr,1
15054,ARHGDIA,,,0.12132281559634266,5.051011739789215e-39,1,1.0,1,1,ARHGDIA-1,ARHGDIA-2,Stim8hr,2
15055,ARHGDIB,1.0,1.0,0.040129101941393935,1.6473660426164053e-05,2,0.5,2,1,ARHGDIB-1,ARHGDIB-2,Stim8hr,2
15056,ARHGEF2,0.41753931593700044,0.7257852065788398,0.047955050149298566,2.618328002705089e-07,3,0.3333333333333333,1,3,ARHGEF2-1,ARHGEF2-2,Stim8hr,2
15057,ARHGEF3,-1.0,1.0,0.04620175979021274,7.028536597835858e-07,2,0.0,0,2,ARHGEF3-1,ARHGEF3-2,Stim8hr,1
15058,ARHGEF5,0.16416498102318167,0.6729859242904471,0.09655120843374909,2.895365273033801e-25,9,0.5555555555555556,1,8,ARHGEF5-1,ARHGEF5-3,Stim8hr,2
15059,ARHGEF6,,,0.10256911271116975,2.566499520110081e-28,1,1.0,1,1,ARHGEF6-1,ARHGEF6-2,Stim8hr,2
15060,ARHGEF7,,,0.030586346278759256,0.001027094038906868,0,,0,0,ARHGEF7-1,ARHGEF7-2,Stim8hr,1
15061,ARHGEF9,,,-0.029273101714431368,0.001678103366303473,0,,0,0,ARHGEF9-1,ARHGEF9-2,Stim8hr,2
15062,ARHGEF11,-1.0,1.0,-0.0010157656834675535,0.913200788145775,2,0.0,0,2,ARHGEF11-1,ARHGEF11-2,Stim8hr,0
15063,ARHGEF12,1.0,1.0,0.03962252951014544,2.1038378258049382e-05,2,0.5,2,1,ARHGEF12-1,ARHGEF12-2,Stim8hr,2
15064,ARHGEF18,0.6910090098350733,0.12846262386912138,0.09004408879211453,3.584496449351301e-22,6,0.6666666666666666,2,5,ARHGEF18-1,ARHGEF18-2,Stim8hr,2
15065,ARHGEF19,,,-0.010736197364733687,0.24926447767654028,0,,0,0,ARHGEF19-1,ARHGEF19-2,Stim8hr,2
15066,ARHGEF40,,,0.10607576123630585,3.509378007503379e-30,0,,0,0,ARHGEF40-1,ARHGEF40-2,Stim8hr,0
15067,ARL6IP5,,,0.025887257265266306,0.005462146176431002,1,1.0,1,1,ARL6IP5-1,ARL6IP5-2,Stim8hr,2
15068,ARL6IP6,0.6313661201170585,0.3686338798829416,0.08188048878583616,1.3511890733400961e-18,4,1.0,1,3,ARL6IP6-1,ARL6IP6-2,Stim8hr,2
15069,ARL8A,,,0.11092566696119609,7.293389657005182e-33,1,1.0,1,1,ARL8A-1,ARL8A-2,Stim8hr,2
15070,ARMCX6,0.8587269772753326,0.006323084982571834,0.07459842218763013,1.0893405167179692e-15,8,0.875,1,8,ARMCX6-1,ARMCX6-2,Stim8hr,2
15071,ARMH2,,,0.09069899763894984,1.790203732356202e-22,0,,0,0,ARMH2-1,ARMH2-2,Stim8hr,2
15072,ARMH3,1.0,1.0,0.09501243845395813,1.6312018137436389e-24,2,1.0,2,1,ARMH3-1,ARMH3-2,Stim8hr,2
15073,ARMT1,1.0,1.0,0.03554810415330299,0.00013569646683091432,2,1.0,2,2,ARMT1-1,ARMT1-2,Stim8hr,2
15074,ARNT,0.8588807318983691,4.751173476691478e-264,0.48259750395617856,0.0,903,0.9490586932447398,620,475,ARNT-1,ARNT-2,Stim8hr,2
15075,ARNT2,-0.3516171209159305,0.49431033962588666,-0.020366942891687275,0.028829551966174913,6,0.5,0,6,ARNT2-1,ARNT2-2,Stim8hr,0
